"Col_Cancer","Lung_Cancer","Suicide","CHD","Brst_Cancer","Obesity","Smoker","Poverty","Few_Fruit_Veg","CHSI_State_Name.x"
19.2,54.5,11.9,129.7,29.3,22.7,17,7.9,72.1,"Virginia"
19.8,46.8,19,209.4,28.5,22.6,29.1,13.5,83.9,"Virginia"
22.1,55.7,13.1,158.7,20.5,NA,27.4,11.1,NA,"Virginia"
29.4,53.2,NA,211.8,NA,NA,NA,11.7,NA,"Virginia"
23.6,66.3,14.4,189.1,24.5,28.1,17.4,9.3,77.8,"Virginia"
11.6,54.3,7,113.8,18.9,18.6,15.1,7.2,NA,"Virginia"
28.1,55,15.2,186,NA,NA,NA,11.6,NA,"Virginia"
21.7,70.2,17.7,144,22,NA,NA,7,NA,"Virginia"
26.2,45.9,7.6,194.4,16.1,34.5,17.3,15.8,NA,"Washington"
17.7,55.6,13.8,151.9,22.9,24.8,20.2,10.5,76.2,"Washington"
35.6,76.1,NA,200.3,NA,NA,10.8,11.9,NA,"Washington"
19.6,69.4,14.8,184.2,26.9,29.4,23.4,13.7,73.4,"Washington"
14.6,44.8,12.9,140.7,24.7,20.1,21.2,11.9,79.6,"Washington"
25.6,56.6,19.8,215.5,NA,19.6,NA,16.6,NA,"Washington"
18,72,8.7,160.2,18.3,21.8,15,15.3,81.7,"Washington"
NA,72.3,NA,137.8,NA,NA,NA,11.3,87.2,"Washington"
16.2,62.1,9.7,193.6,26.2,26,19.4,15.8,79.7,"Washington"
23.5,85.3,18.1,195.5,24.6,29.1,26.6,15,80.9,"Washington"
17,48.4,10,136.4,25,22.9,21,8.3,69.4,"Washington"
14.8,56.1,18,133.5,18.3,24.4,24.6,14.5,78.2,"Washington"
15.3,46.8,9.7,130.3,16.9,16.8,17.8,11,70.7,"Washington"
16.2,49.3,10.6,134.2,23.9,16.8,16,9.4,73.8,"Washington"
17.3,57.4,11.5,158.4,22.4,24.6,21.1,9.2,72.9,"Washington"
24.9,51.2,10,133.4,17.7,19.6,16.6,13.4,72.7,"Washington"
17.1,61.4,19.4,151.9,23.3,27.2,19.9,14.5,79.1,"Washington"
15.1,69.6,19.1,203.7,29,27.2,23,13.5,77.5,"Washington"
12,44.2,13.4,176.3,34.4,22,24.5,11.5,NA,"Washington"
19.5,73.8,14.2,159,20.2,26,25.6,11.9,75,"Washington"
17.3,51.8,15.8,158.1,22.8,19.8,22,18.7,69.1,"Washington"
24,65,20,202,21.9,34.9,27.4,13.7,74.3,"Washington"
19.9,55.9,12.8,154.2,23,22.9,19.4,10.1,78.9,"Washington"
18.7,54.6,18,163.9,22.9,21.3,23.1,15,86.5,"Washington"
18,62.4,13.4,193.6,24.9,23.9,22.5,10.7,77.1,"Washington"
11.7,35.7,11.1,80.2,20.6,10.9,15.7,8.5,NA,"Washington"
17.5,57.6,16.6,129.2,29.4,23.3,19,11.5,75.3,"Washington"
24.3,61.1,17.3,156.7,30,19.7,19.1,10.9,81.3,"Washington"
17,55.6,12.3,161.1,23.6,22.2,21.7,9.4,78.8,"Washington"
20,55.7,14.5,157,24.1,21.4,22.3,12.8,76.3,"Washington"
14.6,57.5,15,207.5,27.8,26.6,27.6,14.6,74.8,"Washington"
20.1,62,13.2,140,24.3,23.7,21.1,9,73.8,"Washington"
24,51.4,23.6,225.9,NA,21.8,17.7,8.9,NA,"Washington"
16.2,51.4,9.9,163.2,17.2,21.1,18.7,12.6,77.7,"Washington"
19.3,48.5,16,129.1,20.1,18.9,14.8,14,79.7,"Washington"
16.3,46,15.5,141.5,22.2,18,17.9,13,74,"Washington"
18.2,38.5,11.5,173,20.7,15.8,14.7,15.8,75.5,"Washington"
17.1,53.2,12.6,175.9,24.8,26.2,20.1,17.9,79.1,"Washington"
16.6,50.3,18,141.3,25.7,22.4,20.4,11.9,73,"Washington"
25.7,66.2,15.2,225.4,24.4,30.6,24.8,19.4,79.7,"West Virginia"
24.2,69.2,15.3,247.9,29.2,42.6,28,24.1,NA,"West Virginia"
28.7,71.2,15.4,286.3,19.9,29.7,27.5,16.4,77.1,"West Virginia"
NA,82.7,NA,253.9,NA,NA,21.8,16.7,NA,"West Virginia"
18.1,61.6,11.3,216.5,19,25,26.3,14,77.7,"West Virginia"
22.3,84,11.1,239.5,23.3,26.9,35.3,21.6,85.1,"West Virginia"
23.9,72.1,11.8,212.2,29.3,25.9,23.8,17.6,80.9,"West Virginia"
26.4,84.7,14.8,225.4,32.6,23,37.2,21.5,NA,"West Virginia"
28.9,83.9,15.1,235.5,27.5,28.2,28.1,22.5,90.4,"West Virginia"
20.2,74.8,14.9,285.3,NA,NA,19.4,18.1,NA,"West Virginia"
26.1,84.9,12.4,234.8,20.8,30.4,28.1,20.2,79,"West Virginia"
34,77,18.5,236.6,34,NA,NA,19.6,NA,"West Virginia"
17.6,44.7,18.5,251.5,17.6,24.8,20.9,14.4,76.2,"West Virginia"
17.1,63.7,14.9,165.1,29,28.6,27,16.1,78.6,"West Virginia"
25.9,62.4,13.9,225.9,24.8,27.1,21.6,14.1,71.4,"West Virginia"
22.6,53.5,12.9,248.2,24,26.4,28.9,10.8,84.8,"West Virginia"
23.6,83.1,13.8,190.3,25.4,28.5,30.4,11.6,81.9,"West Virginia"
27.5,55.6,16.7,249,18.2,28.8,28.5,12.9,78.7,"West Virginia"
22.6,75.5,12.4,234.1,22.1,26.6,27,16.7,80.6,"West Virginia"
15.9,77.2,18.9,199.3,26.8,27.8,29.8,14.9,79.2,"West Virginia"
26.5,72.3,12.8,164.9,31.9,27,29.5,9.3,76.1,"West Virginia"
27.3,72.7,15,195.9,22,27.5,25.7,15.2,77.4,"West Virginia"
26.9,70.4,21.4,262.3,23,24.3,29,16.9,78.5,"West Virginia"
19,91.4,14.8,279.3,29.9,32.4,38.9,21.4,85.2,"West Virginia"
31,86.3,12.8,270.2,27.6,38.7,31.9,21,82.9,"West Virginia"
17,87.2,18.1,312,46.5,31,31.5,32.4,80.6,"West Virginia"
23.4,74.6,10,218.4,31.3,25.7,23.9,16.2,76.9,"West Virginia"
23,105,11.3,233,27.7,32.2,31.8,18.4,84.2,"West Virginia"
22.2,63.7,15.4,225.6,17.4,22.7,30.3,14.9,81.6,"West Virginia"
23.2,84,16.6,258.9,28.9,31.1,30.4,17.2,77.9,"West Virginia"
21.1,70.2,18.5,193,30.6,23.1,26.1,18.8,78.8,"West Virginia"
23.3,53.8,16.1,271.9,28.6,27,26.9,13.9,82.3,"West Virginia"
39.7,90.4,13.9,271.5,33.8,35.4,35.3,24.7,85.9,"West Virginia"
26.2,63.4,12.7,166.1,22.2,24.2,19.4,15.3,76.9,"West Virginia"
20.1,60.7,9.3,168.5,27.6,24.2,18.6,14.8,82.7,"West Virginia"
23.8,65.5,19.3,203,19.4,24.4,30.3,11.3,NA,"West Virginia"
29.6,62.6,15.6,198.1,17,26.7,25.8,19.2,79.6,"West Virginia"
28,70.9,11.9,218.3,25.2,23.4,27.4,14.6,84.4,"West Virginia"
20.4,75.8,12.4,213.5,28.4,24.4,23.8,19.9,NA,"West Virginia"
19.7,32.9,12.9,249,NA,18.8,12.7,12.5,NA,"West Virginia"
16.5,73.2,14.2,216.5,22.6,NA,NA,12.2,NA,"West Virginia"
16.6,63.3,22.6,206.4,20.2,31.7,20.6,15.7,NA,"West Virginia"
22,57.2,11.5,263,18.5,29.6,26.2,16.1,79.3,"West Virginia"
21.5,66.5,14.9,206.5,30.5,23.7,23.2,9.7,83.5,"West Virginia"
22.9,63.4,17.9,232.2,22.3,26.1,26.3,18,80.7,"West Virginia"
19.2,61.5,15.9,236.1,15.7,26.5,28.4,17.4,73.5,"West Virginia"
24.7,65.4,11.6,316.2,28.8,24.3,33.4,16.1,81.4,"West Virginia"
19.5,71.2,13.8,302.4,30.2,24.3,37,19.9,80.6,"West Virginia"
18.7,72.9,18.8,244.5,29.3,28.8,30.4,22.4,NA,"West Virginia"
24.4,67.3,15.3,204.9,31,28.7,29.6,11.7,82.3,"West Virginia"
29.6,73.5,12.7,247.5,31,26.6,20.6,17.2,75.3,"West Virginia"
33,53.9,NA,231.5,34.1,NA,17.9,14.8,84.3,"West Virginia"
27.3,77,13.3,311.1,36.7,NA,NA,15.5,NA,"West Virginia"
21.3,59.5,12.2,241.4,24.6,26.2,29.7,18.8,82.7,"West Virginia"
27.8,76.5,11.6,224.4,23.3,31.1,27.7,17.3,83.4,"West Virginia"
22.8,63.7,18.2,176.9,32.3,28,24.1,11,73.5,"Wisconsin"
17.8,55.1,11.6,140.4,18.1,22.1,25.9,9.3,78.2,"Wisconsin"
22,37.5,11.7,172.5,27.3,19.2,17.1,9.6,87.9,"Wisconsin"
18.9,59.1,10.1,142.2,28,24.4,26.4,8.3,79.5,"Wisconsin"
14.6,50.8,14.7,171.7,21.8,NA,14.3,11,NA,"Wisconsin"
20,52.6,7.7,157.1,15.9,25.7,20.7,4.2,81.1,"Wisconsin"
21.2,40.9,11.4,146.1,25,NA,14.1,7.9,NA,"Wisconsin"
15.8,42.8,16.1,170.8,30.3,28.4,22.6,7.6,75.7,"Wisconsin"
26.5,58.1,15.8,195.5,19.6,25.8,NA,11.2,NA,"Wisconsin"
19.8,48.7,14.2,230.3,20.3,24.8,20.5,8.2,80.9,"Wisconsin"
23.4,36.3,13.8,148.4,18.2,21.7,25.4,6.6,79.6,"Wisconsin"
16.3,39.6,15.7,182.9,20.1,NA,25.3,8.8,NA,"Wisconsin"
27.1,34.4,12.2,182.8,20.4,22.6,21.3,7.9,85,"Wisconsin"
26.4,44.4,16.6,169.8,31.8,21.9,20.4,10.9,87.1,"Wisconsin"
17.5,55.8,14.1,182.4,33.9,24.7,23.7,8,78.1,"Wisconsin"
20.5,46.9,11,165.5,25.1,23.3,21.4,8,78.3,"Wisconsin"
29.2,54.6,11.4,199.3,17.4,16.6,19,9.7,NA,"Wisconsin"
30.7,52.9,19,128.3,27.4,NA,16.4,9.3,NA,"Wisconsin"
18.2,50.1,9.8,139.3,22.4,19.2,17.9,4.6,78.1,"Wisconsin"
17.8,43.4,8,141.4,23.5,17.6,16.8,4.1,73.4,"Wisconsin"
16.2,51.6,10.5,195.8,23.6,26.3,25.5,7.4,83.2,"Wisconsin"
20.2,53.7,9.8,221.8,25.5,30.5,18.9,9.6,76.1,"Wisconsin"
18.3,49.1,12.5,138.8,25.3,23.3,19.7,7.5,83.4,"Wisconsin"
14.2,43.2,11,122.4,24.1,25.6,19.7,7.8,75.7,"Wisconsin"
19.3,33.6,7.8,120.2,20,22.7,17,4.8,75.4,"Wisconsin"
17.6,46.9,13.7,166.1,25.3,20.6,23,9,75.9,"Wisconsin"
18.2,31.6,10,160.3,17.2,24.4,22.7,10.1,75.9,"Wisconsin"
18.5,48,14.9,147.9,28.5,23.6,23.8,6.2,82.2,"Wisconsin"
25.7,49.5,11.7,184.9,25.3,NA,NA,10.1,NA,"Wisconsin"
16.4,43.6,11.2,121.3,27.4,18.6,18.2,7.9,75.1,"Wisconsin"
23.9,46.2,9.2,203.9,31.3,27.7,20.3,6.7,77.2,"Wisconsin"
22.6,40.8,17.5,142.5,21.8,21.4,22.5,7.1,77.4,"Wisconsin"
23.5,51.8,8.4,219.3,23.8,16.5,21.6,12,NA,"Wisconsin"
25.5,71.2,12,155.5,22.2,25.8,28.1,11.3,85.7,"Wisconsin"
13.2,35.5,9.7,136.4,21.8,22.2,24.2,9.4,NA,"Wisconsin"
22.5,40.8,12.5,122.2,20.6,21.8,21.6,9.6,73.7,"Wisconsin"
NA,49.1,NA,173.7,28.9,NA,NA,8.4,NA,"Wisconsin"
21.7,44.3,13,162.7,24.1,25.4,20.1,6.9,80.1,"Wisconsin"
16.7,63.5,16,211.3,20.1,NA,NA,10,NA,"Wisconsin"
21.3,40.5,8.1,178.6,28.6,30.3,26.6,9.5,83.4,"Wisconsin"
26.1,37.5,9.3,130.5,24.2,23.2,20.6,6.7,81.7,"Wisconsin"
19.5,48.5,12.2,193.5,25,20.7,NA,7.8,NA,"Wisconsin"
23.3,45.2,15.8,205.2,28.1,19.2,16.9,7.1,NA,"Wisconsin"
18.8,47.1,12.8,157.6,23,23.6,25.9,9.2,79,"Wisconsin"
11.4,57.7,NA,199.3,31.7,NA,NA,9.6,NA,"Wisconsin"
22.4,47.7,7.3,224.3,33,26.2,23.2,9.5,85.1,"Wisconsin"
21.8,51.3,14.6,169.3,20.7,25.5,24.7,5.7,82,"Wisconsin"
25.6,68.8,12.4,199.8,29.8,25.7,21.5,9.6,NA,"Wisconsin"
18,58.6,13.6,175.4,25.8,26.8,29.9,8.8,79.2,"Wisconsin"
22.4,32.1,12.3,152.3,23,27.2,17.8,5.6,NA,"Wisconsin"
18.6,52.4,11.7,119.7,28.5,21.5,27,9.7,78.2,"Wisconsin"
28.9,47.4,11.8,183,20.8,14.4,NA,8.6,NA,"Wisconsin"
19.6,49.7,10.7,208.8,23,NA,26.7,10.2,83.1,"Wisconsin"
15.6,52.6,20.2,165.1,20.9,24.9,21.1,7.2,83.4,"Wisconsin"
25.8,56.5,14.2,179.6,42.5,18.8,15,9.6,NA,"Wisconsin"
16.9,41.4,11,150.6,25.5,27.2,25.1,7,78.2,"Wisconsin"
15.9,44.6,10.1,109.7,23,24.4,17.9,7.2,75.6,"Wisconsin"
18.1,55.9,14.3,208.2,22.6,29.2,30.8,8.9,81,"Wisconsin"
18.6,60,16.7,152.1,29.8,NA,NA,8.4,86.2,"Wisconsin"
43.4,102.8,NA,192.9,NA,NA,NA,19.3,NA,"Wisconsin"
20.3,57,11.4,187.3,27.3,21.8,25.7,16.2,77.5,"Wisconsin"
17.4,52.9,14.8,195.9,25.1,27,35.5,10.2,72.2,"Wisconsin"
23.5,52.6,8.2,132,32.1,28.4,21,7,83.2,"Wisconsin"
19.1,46.7,11.3,163.2,26.8,20.1,25,8.1,74.3,"Wisconsin"
21.3,41.4,9.7,131.7,19.9,23.5,19.2,5.6,80.6,"Wisconsin"
20.6,42.6,12.2,141.7,31.6,17.1,16.5,3.6,69.9,"Wisconsin"
17.9,42.9,11.5,157.9,22.5,20.7,24.1,8.1,78.1,"Wisconsin"
23.8,45.5,NA,173.8,NA,NA,NA,8.1,NA,"Wisconsin"
20.2,49.8,9.2,170.3,28.6,20.3,18.8,6.4,85.3,"Wisconsin"
17.8,44.3,10,149.9,25.4,23.7,18.9,7.2,77.7,"Wisconsin"
15.5,46.3,9.9,141.9,24.4,21.3,19,8.4,83.8,"Wisconsin"
19.4,43.4,14.7,188.7,25.8,NA,NA,9,NA,"Wisconsin"
23.3,37.3,15.6,138.7,23.6,16.4,15.5,14.4,71.7,"Wyoming"
33.6,41.9,20.8,142.8,26.7,21.9,24.3,8.5,82.6,"Wyoming"
20.7,59.3,27.2,163.3,21.8,21.4,21.6,12.9,76.6,"Wyoming"
21.8,42.6,15.2,151.2,14.1,24,21,14.6,77.5,"Wyoming"
29,46.8,23.9,183.6,23.9,28.8,19.9,11.6,74.4,"Wyoming"
13.4,60.2,14,160.1,NA,18.5,15.8,9.6,76.3,"Wyoming"
21.4,51.5,14.4,139.5,28.8,20.2,24.9,9.9,78.7,"Wyoming"
20.8,24.5,19.8,129.2,25.8,21.2,16.1,9.5,72.7,"Wyoming"
16.7,53.6,23.2,144.8,16.5,20.5,27.8,12.1,80.7,"Wyoming"
NA,52.3,NA,140.5,NA,21.6,22.3,14.1,75.4,"Wyoming"
17.2,53.7,17.4,112.9,20.4,18.2,17.8,11.7,78.8,"Wyoming"
25.3,56.3,21.9,173.1,23.8,21,21.1,13.2,80.6,"Wyoming"
21.2,45.9,22.2,155.5,NA,22.3,20.8,11.5,82.2,"Wyoming"
20,48.9,20.5,163.6,33.6,19.4,22.6,11.5,77.5,"Wyoming"
21.9,34.2,20.4,139.3,38.5,20.7,15.2,7.7,81.9,"Wyoming"
15,42.2,27.9,178.3,25.8,23.6,27.4,8.6,80.7,"Wyoming"
15.4,37.7,13.1,100.9,24.7,9,13.7,5.6,68.8,"Wyoming"
24.7,46.1,18.4,147.1,15.4,22.7,21.6,10.6,83.1,"Wyoming"
19.4,45.3,14.1,155.6,38.2,21.1,19.7,11.1,78.1,"Wyoming"
32.8,58.9,15.8,126,NA,24.2,24.4,9.9,75.4,"Wyoming"
17.6,63.2,20,137.4,18.6,23.9,26.5,7.9,82,"Wyoming"
25.3,48.1,27.9,216.7,28.4,25.2,25.6,12.2,80.6,"Wyoming"
21.4,58.7,20.7,132.7,NA,21.7,25.5,10.5,80.4,"Wyoming"
18,47.4,7.6,161.2,24.7,18.4,15.6,10.7,69.3,"California"
15.4,54.1,13,216.5,25.6,NA,NA,12.9,NA,"California"
23.5,75.7,16,179.8,25.9,18.6,NA,14.8,NA,"California"
21.8,70.4,20.8,148.6,32.3,NA,NA,14.3,NA,"California"
16.4,48.3,8.8,188,22.6,24.9,18.6,21.5,73.3,"California"
19.5,54.7,16.9,165,26,21.3,21.3,11.5,NA,"California"
23.8,55.6,12.6,202.3,21.1,NA,NA,13,NA,"California"
16.5,42.4,9.1,158.6,23.5,19.5,16.1,9.8,72.9,"California"
16.4,52.2,8.9,147.6,19.8,13.9,11.4,12.1,76.2,"California"
22.3,82.6,18.2,238.6,25,NA,NA,16.7,NA,"California"
17.2,46.6,9.4,152.5,27.1,21.6,14.2,7.5,72.8,"California"
21.9,70.7,16.2,154.6,NA,NA,NA,18.6,NA,"California"
17,51.4,14.3,153.7,24.6,24,14.9,7.5,67.8,"California"
15.8,43.4,8.7,192.4,22.6,27.7,14.6,20.6,74.3,"California"
21.2,62.2,20.3,158.6,28.4,NA,NA,15.2,NA,"California"
19.8,64.6,18.9,153.7,26.8,23.8,20.1,15.6,NA,"California"
13.9,43.3,5.3,169.6,21.5,NA,6.6,19.8,NA,"California"
21,55.4,19.3,232.6,26.1,NA,NA,10.6,NA,"California"
20.5,57.8,11,268.9,27,26.5,21.4,18.2,76.3,"California"
NA,NA,NA,217.1,NA,NA,NA,13.1,NA,"California"
18.5,50.2,9.4,180.6,23,25.4,12.6,18.2,NA,"California"
15.8,74.2,15.5,195.3,23.6,NA,19.2,14.8,NA,"California"
11.8,51.7,15.8,188.2,16.8,NA,NA,14.9,NA,"California"
17.5,39.9,7.9,210.6,23.3,21.3,16.7,17.7,71.6,"California"
14.7,49,11.7,210.1,18.8,NA,15.5,18.9,NA,"California"
16,42,11.3,128.2,27.1,9.9,12,7.3,66,"California"
19.2,55.7,11.7,174.6,32.3,NA,NA,11.3,NA,"California"
21.5,54,15.9,152.8,25.4,NA,NA,14.6,NA,"California"
19.4,46.4,8.4,202.4,25.9,28.7,19.8,18.2,NA,"California"
18.1,50.9,19.3,187.4,19.9,NA,NA,16.5,NA,"California"
21,56.6,17.6,175.1,23.1,11.2,NA,9.2,NA,"California"
NA,42,16.3,186.3,NA,NA,NA,8.7,NA,"California"
15.2,41.7,9.3,144.4,22.6,24.4,17,13.7,72.2,"California"
21.2,51.9,7.4,153.7,24.3,19.7,12.2,7.9,NA,"California"
18.7,52,16.8,154.2,21.9,12.9,8.5,8.3,NA,"California"
15.2,41,7.6,177.7,23.2,17.7,14.4,10.6,74.3,"California"
15.1,50.5,12.8,152.6,23.4,17.3,15,5.9,68.6,"California"
18.7,65.4,19.9,147,32.8,NA,NA,10.1,NA,"California"
19.4,49.5,9.8,219.3,26,23.4,16.3,12.3,72.2,"California"
17,53.7,10.9,193.1,25.5,20.8,17.2,13.7,73.3,"California"
14.9,39.1,6.7,136.1,23.5,NA,6,9.2,NA,"California"
19.9,59.5,14.8,174,22.1,23.7,17,15.8,78.8,"California"
20.4,51.9,10.3,241.3,26.2,25.7,17.8,16,77.2,"California"
16.5,45.5,10.5,164.6,26.5,20.3,14.6,11.6,73.2,"California"
17.4,41.6,11,160.6,22.8,10.5,17.8,12,69.3,"California"
16.1,57.8,10,211.1,25.9,25,16.9,14.7,67.5,"California"
17.6,48.5,13.1,140.4,21.3,19.1,12.6,11.1,75.9,"California"
17.4,42.4,7.1,129.1,23.4,14.4,16.8,6.8,71,"California"
15.1,41.2,10,152.4,21.2,17.4,12.9,13.1,71.5,"California"
13.6,35.7,7.6,139.7,20.9,17.4,10.9,8.8,71.4,"California"
15.8,44.4,13,147.6,22.7,17.9,11.3,11.3,64.9,"California"
18.5,66.6,19.5,174,24,23.2,22.9,13.4,73.1,"California"
15.2,58.3,17.5,166.9,18.8,9,NA,9.7,NA,"California"
NA,49.1,NA,137.7,NA,NA,NA,9.2,NA,"California"
13.5,56,17.3,146,24.3,NA,NA,15.5,NA,"California"
19.1,52.6,9.4,160.1,24.3,20.9,17.2,8.4,72,"California"
19.4,52.3,9.4,141.9,25,20.7,16.6,8.8,72.5,"California"
19.9,54.6,10.6,246.3,23.7,25.4,18.7,14.2,74.6,"California"
21.4,56,18.5,157.2,25.3,22.2,24.1,10.5,78.1,"Colorado"
21.3,44,21.2,113.5,20.8,22.6,24.2,15.2,78.8,"Colorado"
NA,29.1,20,162.1,NA,NA,NA,9.2,NA,"Colorado"
24.7,32.2,18.9,181.3,28.4,NA,17,16.6,NA,"Colorado"
11.1,40.2,14.5,88.7,27.9,10.9,16.9,6.3,NA,"Colorado"
NA,43.1,NA,117.5,39.8,NA,NA,20.5,NA,"Colorado"
NA,54.3,NA,210.3,38.7,NA,NA,19.3,NA,"Colorado"
NA,NA,NA,NA,NA,NA,NA,13.4,NA,"Colorado"
NA,NA,NA,143.6,NA,NA,NA,8.7,NA,"Colorado"
32.4,52,NA,207,NA,NA,NA,11.1,NA,"Colorado"
14.8,NA,8.7,69,NA,7,17,6.4,NA,"Colorado"
27.2,28.6,22.6,107,33.6,9.1,20.7,7.6,76.6,"Colorado"
17.2,29.3,NA,211.3,NA,11.4,NA,10.8,NA,"Colorado"
14.7,43.7,12.3,133.6,26.2,22,17.7,10.3,78.4,"Colorado"
25.6,34.7,13.4,151.2,40.8,13.8,NA,12.1,89.5,"Colorado"
16.1,37.8,14.3,102.2,21.8,10.9,14.3,9.5,69.3,"Colorado"
NA,NA,NA,NA,NA,21.5,17.4,5.1,NA,"Colorado"
14.7,35.7,23.9,164.3,21.3,14.3,21.9,11.6,71.2,"Colorado"
NA,NA,NA,150.7,NA,NA,NA,11.1,NA,"Colorado"
19.5,40.3,21.6,113.7,NA,12.9,NA,6.8,NA,"Colorado"
21.2,26.7,19.9,190.9,NA,NA,NA,19.6,NA,"Colorado"
NA,21.4,35.5,159.6,NA,NA,NA,21.6,NA,"Colorado"
27.2,44,NA,189.9,NA,NA,NA,25.5,NA,"Colorado"
NA,NA,NA,94.3,NA,NA,NA,11,NA,"Colorado"
18.1,43.3,27.8,138.7,25.9,17.8,21.8,13.2,75.8,"Colorado"
22.6,29,20.5,175.6,15.9,18.2,17.5,18.4,83.9,"Colorado"
20.2,46.3,14.2,136,23.9,16.2,21.1,15.1,76.1,"Colorado"
NA,48.6,NA,136.6,NA,NA,NA,12.1,NA,"Colorado"
16.5,33.1,10.4,97.3,20,11.4,8.9,2.2,77.7,"Colorado"
NA,28.6,16.4,59.8,NA,13.8,14.2,6.4,71.9,"Colorado"
18.2,36,17.8,105.7,41.2,9.8,19.3,5.5,NA,"Colorado"
16,40.9,17.4,119.8,23.6,18,20.2,10.4,78.1,"Colorado"
18.2,51.2,21.6,174.5,24.6,15.1,25.6,14,79.3,"Colorado"
14.5,46.8,18,138,22,11.6,20.1,8.5,70.2,"Colorado"
NA,49.9,33.8,178.3,NA,NA,NA,5.8,NA,"Colorado"
NA,29.3,14.2,114.9,23.4,9.9,20.3,7.6,NA,"Colorado"
16.3,44.2,16.5,117.8,20.9,17.2,19.9,7.9,77.1,"Colorado"
23.4,30.7,16.4,118.9,23.7,6.8,NA,11.7,NA,"Colorado"
NA,NA,NA,NA,NA,NA,NA,9.3,NA,"Colorado"
21.2,34.7,17.6,174.4,27.1,NA,NA,19.2,NA,"Colorado"
NA,NA,NA,102.4,NA,NA,NA,13.1,NA,"Colorado"
17.4,37.8,16.1,128.4,23.2,14.2,20,6.8,74.9,"Colorado"
NA,61,NA,162.6,NA,NA,NA,10.3,NA,"Colorado"
21.8,39,19.9,111.6,NA,NA,NA,13.2,NA,"Colorado"
NA,45.7,20.3,124.9,NA,NA,NA,11.6,86.9,"Colorado"
10.6,27.8,19.9,99,25.9,8.7,20.9,10.6,67.8,"Colorado"
14.8,39.6,15.4,116.9,20.2,12.8,20.7,9.3,75.8,"Colorado"
26,28.5,24.4,82.4,NA,NA,NA,11,90.9,"Colorado"
20.1,35.1,20.2,183.8,19.2,20.5,NA,15.4,NA,"Colorado"
13.2,35.3,15.8,130.9,NA,NA,NA,15.1,NA,"Colorado"
14.7,40.3,12.3,196.8,26.3,25.3,31.6,12.8,81,"Colorado"
17.9,50.3,19.8,154.5,19.9,18.3,20.4,11.1,76.8,"Colorado"
NA,NA,NA,148.9,NA,NA,NA,9.5,NA,"Colorado"
22.3,41,25.5,147.5,NA,12.1,NA,9.5,NA,"Colorado"
20.5,49.6,21.6,169.7,26,17.8,22.5,14.9,84.4,"Colorado"
16.2,55,18.8,131.4,27.1,18,21.4,12.3,76.8,"Colorado"
17.7,45.1,16.9,125,29.6,25.6,24.4,12.8,77.4,"Colorado"
17.7,39.3,17.4,181.8,31.8,26.7,17.2,17.8,NA,"Colorado"
18.5,53.4,NA,241.8,NA,NA,NA,15.9,NA,"Colorado"
NA,34.2,NA,96.4,NA,NA,NA,7.6,NA,"Colorado"
23.2,38.5,16.5,118,29.4,15.9,20.4,7.2,NA,"Colorado"
14.8,33.3,NA,140.4,NA,NA,NA,10.8,NA,"Colorado"
NA,10.5,18.4,60.5,21.3,4.2,14.2,5.2,NA,"Colorado"
23,55.6,12.3,147.1,22.6,NA,14.1,17.4,NA,"Colorado"
17.9,42.5,6.3,153.1,27.5,16.3,16.4,7.3,70.3,"Connecticut"
22,60,10.8,149.7,20.7,19.3,21.3,6.6,72,"Connecticut"
19.5,56.8,6.5,155.3,20.7,18.7,18.7,5.3,73.3,"Connecticut"
26,62.9,10.4,188,28.7,23.5,24.2,8.1,71.2,"Connecticut"
18.1,48.1,7.6,147,25.1,19.2,18.3,9.2,70.6,"Connecticut"
17.3,48.5,10.1,135,20.3,17.7,18.2,5.5,69.2,"Connecticut"
18.1,48.1,7.4,131.2,25.7,18.8,18.3,5.1,73.5,"Connecticut"
17.6,51,7.6,144.3,26.2,21,20.1,9.4,70.5,"Connecticut"
