"Col_Cancer","Lung_Cancer","Suicide","CHD","Brst_Cancer","Obesity","Smoker","Poverty","Few_Fruit_Veg","CHSI_State_Name.x"
26.5,49,NA,143.6,NA,27.9,27.8,14.1,73.1,"Montana"
NA,NA,NA,143.4,NA,NA,NA,12.5,NA,"Montana"
22,48.4,22.2,136.1,18,21.9,21.2,14.6,72.3,"Montana"
NA,31.1,NA,146,NA,NA,19,20.1,NA,"Montana"
NA,NA,NA,175.2,NA,NA,NA,12.7,NA,"Montana"
NA,NA,NA,245.5,NA,NA,NA,12.2,NA,"Montana"
18.3,58.4,17.2,114.1,21.8,21.4,21.1,12.1,78.9,"Montana"
15,63.4,22.5,112.5,24.3,21.9,18.5,13.9,77.8,"Montana"
16.8,30,NA,140.5,NA,22.7,15.7,15,78.5,"Montana"
26.3,69.3,27,156.8,27.3,18.9,22.2,13.9,74.3,"Montana"
25.8,43.7,NA,121.5,NA,NA,10.6,11.9,82.5,"Montana"
22.3,46,16.4,156.3,19.9,22.8,21.9,12.7,80.4,"Montana"
20.8,55.2,19.5,184.7,23.9,24.8,25.7,14.8,76.8,"Montana"
NA,39.3,NA,175.1,47.8,21,25.7,9.7,83.5,"Montana"
24,49.9,15.8,128,25.5,24,16.2,14.9,74.1,"Montana"
16.7,52.1,23.3,139.2,27,14,17.8,12.6,71.7,"Montana"
18.7,64.4,15.7,129.8,25.9,32.6,30.7,24,80.4,"Montana"
16.7,33.2,15.8,82.3,25,11.5,14.9,11.5,77.3,"Montana"
NA,NA,NA,150.7,NA,NA,NA,11.6,NA,"Montana"
22.4,63.7,17.7,157.9,33,29.9,35.3,25.6,79.1,"Montana"
NA,86.6,NA,174.6,NA,NA,NA,17.9,NA,"Montana"
NA,69.9,29.3,178,NA,20.5,15.5,14.9,NA,"Montana"
16,57.8,17.1,185.9,27.3,24.3,26.2,18.1,76.7,"Montana"
15.7,57.4,17.5,166.6,32.7,15.3,21.7,9.2,80.1,"Montana"
NA,51.7,NA,128,NA,22.5,11.6,16.2,NA,"Montana"
15.7,57.8,21.4,141.8,21.6,20.8,23.6,19.1,75.8,"Montana"
18.6,59.3,17.9,109.9,32.3,20.5,18.3,11.7,78.6,"Montana"
NA,50,29.7,161.3,28.3,26.5,33.7,22.2,80.5,"Montana"
NA,NA,NA,165,NA,NA,4.2,13.7,85.9,"Montana"
19.5,62.7,18.2,179.6,22.6,22.3,27.3,18.3,79.7,"Montana"
NA,NA,NA,113.7,NA,NA,NA,12.7,NA,"Montana"
13.5,32.7,28.6,177.1,35,14.5,17.2,11.6,69.1,"Montana"
NA,64.9,NA,210.6,NA,NA,18.4,17.2,NA,"Montana"
NA,63.7,32.9,212.2,NA,20.8,20.3,17.7,NA,"Montana"
15.1,53.4,16.7,106.7,21,15,20.1,14.9,75.6,"Montana"
NA,66.1,22.7,197.3,36.4,16.1,17.2,17.6,80.7,"Montana"
23.3,53.2,22.3,107.6,23.2,13.7,18.3,12.5,74.8,"Montana"
NA,NA,NA,NA,NA,NA,NA,11.9,NA,"Montana"
21.1,70,27,164.1,NA,21.4,19.3,13,72.5,"Montana"
19.2,53.3,17.4,121.8,NA,20.7,14.9,15.9,76.8,"Montana"
25.6,49.1,NA,95.8,27.9,27.9,21.4,17.6,75.9,"Montana"
NA,38,NA,105.3,NA,NA,NA,11,NA,"Montana"
15.3,50.7,23.1,139,27.1,24.5,23,16.2,77.2,"Montana"
NA,NA,NA,150.8,NA,NA,NA,12.3,NA,"Montana"
18.3,48.1,15.8,88.1,13.1,17.3,19.7,14,75.3,"Montana"
22,58,NA,262,25.7,21.6,18.9,13.1,76.4,"Montana"
29,59.7,18.4,209.9,20.8,30.9,33.6,26.2,73.7,"Montana"
20.9,68.9,16.2,160.3,25.2,30.9,22.3,18,79.5,"Montana"
17.3,57.3,24.4,193.9,24.2,21,19.3,17.1,75.7,"Montana"
15.3,45.9,11.8,110.5,NA,17.2,20.2,11.2,75.4,"Montana"
19.6,58.9,26.3,127.3,27.6,23.6,19.5,12.7,78.2,"Montana"
28.7,66.2,20.4,180.7,32,16.9,21.7,15.9,78.9,"Montana"
17.6,43.5,NA,139.8,NA,18.8,22.1,9.4,79.1,"Montana"
23.2,41.2,NA,110.3,NA,19,18.1,10.2,70.8,"Montana"
23.5,52,14.1,166.7,NA,19.8,16.4,13.7,79.2,"Montana"
22.8,48.5,7.3,111.6,18.8,24.4,21,10.1,81,"Nebraska"
19.2,49.5,23.5,182.4,24.5,23.6,22.6,10.5,75.3,"Nebraska"
NA,NA,NA,66.6,NA,NA,NA,13.1,NA,"Nebraska"
19.3,54.9,NA,156.4,NA,NA,24.8,11.9,NA,"Nebraska"
22.2,32.3,NA,288.5,14.2,25.5,18.1,13.7,77.3,"Nebraska"
19.1,49.2,11.8,113.5,24.5,21.3,20.6,9.5,78.8,"Nebraska"
17.7,31.5,NA,96.1,22.9,28.8,17.6,10,NA,"Nebraska"
14.5,59.5,13.8,142.2,33,23.4,20.9,10.9,82.8,"Nebraska"
NA,NA,NA,110.2,NA,NA,NA,10,NA,"Nebraska"
NA,NA,NA,NA,NA,NA,NA,11.1,NA,"Nebraska"
NA,NA,NA,NA,NA,NA,NA,12.1,NA,"Nebraska"
18.9,47.3,11.4,174.8,26.5,18.5,20.2,11.2,82.5,"Nebraska"
21.9,56.6,NA,132.2,18.7,31.3,23.2,9.9,81.8,"Nebraska"
17.2,50,NA,134.5,NA,23,21.2,13.7,78,"Nebraska"
26.1,47.9,NA,166.5,28.3,NA,NA,11.6,NA,"Nebraska"
28.1,57.1,16.4,124.6,17.5,26.8,24.2,11.1,NA,"Nebraska"
20.1,60.2,NA,163.6,29.7,24.6,10.1,11.1,82.4,"Nebraska"
23.7,49.5,14.1,232.1,23.7,28.1,27.8,11.4,80.3,"Nebraska"
28,44.2,9.6,111.6,24.8,25.1,17,8.4,82.1,"Nebraska"
22.9,34.8,NA,165,NA,NA,13,10.8,NA,"Nebraska"
19.9,51,NA,110,NA,18.6,14.8,10.1,NA,"Nebraska"
20.1,34.3,NA,180.9,19.6,30.9,15.4,9.6,79,"Nebraska"
24.4,35.9,NA,235.2,24,21.9,23.2,9.9,76.8,"Nebraska"
29.7,43.8,8.6,99.3,26.3,20.7,16.8,8.6,84.5,"Nebraska"
24.5,30.1,NA,197.3,NA,18.9,23.3,7.4,86,"Nebraska"
21.7,50.2,18.9,106,31.6,21.6,22.2,10.7,79.5,"Nebraska"
30.7,53.1,NA,142.6,17.3,28.7,22.6,11.5,80,"Nebraska"
NA,54.2,NA,124.7,NA,NA,NA,14.7,NA,"Nebraska"
NA,31,NA,174.6,NA,NA,NA,11.6,NA,"Nebraska"
22.2,46.2,10.5,148.4,31.5,28.1,18.5,8.3,82.1,"Nebraska"
23.8,52.6,10.9,144.2,23,25,19.9,5.5,81.2,"Nebraska"
17.7,48.8,8.4,102.9,23.5,23.6,18.8,7.5,81.2,"Nebraska"
19.9,46.4,13.8,141.8,19.7,26.1,22.1,14.4,77.2,"Nebraska"
21.5,45.6,10,205.9,13.3,21.7,15,7.3,77,"Nebraska"
23.6,38.2,NA,143.8,21,28.2,14.2,13.3,NA,"Nebraska"
NA,24.4,NA,159.7,35.1,27.6,NA,11.5,NA,"Nebraska"
NA,NA,NA,111.5,NA,NA,NA,9.7,NA,"Nebraska"
21.8,46.2,NA,152.7,NA,24.5,25.5,7.8,NA,"Nebraska"
23.4,30.1,NA,131,26,27.1,19.7,10.3,79.6,"Nebraska"
15.6,36.4,NA,105.3,NA,NA,NA,11.4,NA,"Nebraska"
NA,NA,NA,145.8,NA,NA,NA,11.8,NA,"Nebraska"
19.2,54.3,14.8,225.4,NA,NA,NA,20.3,NA,"Nebraska"
17.4,37.6,NA,128.6,26.1,25.6,14.7,11.8,84.9,"Nebraska"
22.8,46.1,9.9,122.8,24.1,28.4,19,6.1,86.4,"Nebraska"
15.1,33.4,NA,149.2,20.7,21.3,20.7,11.3,79.7,"Nebraska"
21.6,38.1,NA,145.5,NA,20.1,22.5,9.6,NA,"Nebraska"
NA,NA,NA,158.8,NA,NA,NA,12.3,NA,"Nebraska"
20.1,42.2,8.2,193.9,19.8,29,18.1,9,71.8,"Nebraska"
18,43,13.1,103.7,27,24.8,20.4,10.4,82.1,"Nebraska"
23.9,59.1,NA,156.8,28,22.1,19.5,9.9,79.4,"Nebraska"
22.7,38.1,10.9,220,25.4,27.3,21.8,9.1,83.4,"Nebraska"
21.2,55.1,12.6,151.1,20.1,26.6,24,6.4,84.2,"Nebraska"
22.8,30,14.2,148.2,NA,25.2,12.3,8.4,NA,"Nebraska"
25.1,46.7,NA,133.3,NA,19.2,11.1,10.1,NA,"Nebraska"
30.2,43.6,NA,135.4,23.8,23.4,20.3,11.8,76.9,"Nebraska"
28.7,37.9,16.1,88.7,23.7,26.1,18.3,12.4,82.3,"Nebraska"
20.9,42,22.5,173.7,26.6,19.4,23.7,9.5,85.5,"Nebraska"
25.2,52.1,NA,149.4,23.3,24.7,19.3,10.4,77.9,"Nebraska"
17.3,31.7,10.8,118.5,16.3,21.5,18.3,9.5,76.5,"Nebraska"
23.4,32.6,NA,160.5,31,26.1,16.6,8.8,76.6,"Nebraska"
17.7,41.8,NA,196,22.9,25.7,15.4,12.3,85.4,"Nebraska"
23.8,61.8,16,185.2,30,26,28.4,10.8,84.3,"Nebraska"
20.4,51.6,17.4,173.3,32.2,19.5,14.7,16,84,"Nebraska"
19,45.7,11.2,134.8,30,23,24.4,10.6,80.6,"Nebraska"
30.6,67.7,NA,194.4,NA,NA,NA,10,NA,"Nebraska"
NA,NA,NA,NA,NA,NA,NA,9.8,NA,"Nebraska"
11.7,36.7,NA,179.7,NA,22.7,26.6,8.9,NA,"Nebraska"
27,56,7.9,113.9,27.4,25.3,23.4,9.6,79,"Nebraska"
22,62.6,10.9,123.1,27,22.2,22.8,10.8,82,"Nebraska"
NA,32.6,NA,175.5,NA,NA,NA,11.4,NA,"Nebraska"
14.8,50.2,NA,225.5,22.8,21.1,10.7,9.5,80.8,"Nebraska"
39.4,64.8,NA,157.3,NA,NA,22,11.6,90.3,"Nebraska"
NA,28.6,NA,113,NA,26.5,18.9,10.6,NA,"Nebraska"
22.9,39.9,NA,178.7,NA,24,20.1,11.1,88.8,"Nebraska"
20.4,43,21.7,129.3,22.1,25.8,22.7,9.7,84.3,"Nebraska"
NA,61.7,NA,186.4,NA,NA,NA,12.7,NA,"Nebraska"
NA,NA,NA,178.3,NA,NA,NA,8.1,NA,"Nebraska"
30.4,NA,NA,133.4,NA,NA,14,11.5,NA,"Nebraska"
NA,NA,NA,110.3,NA,NA,14.7,8,NA,"Nebraska"
NA,NA,NA,NA,NA,NA,NA,9.3,NA,"Nebraska"
NA,34.1,NA,139.3,NA,NA,NA,12.4,NA,"Nebraska"
20.4,45.7,8.6,100.1,20,24.8,22.3,12.1,82.9,"Nebraska"
24.2,45.2,NA,120.4,31.3,27,16.5,8.2,77.7,"Nebraska"
30.6,53.3,NA,136.4,NA,24.6,12,9.9,NA,"Nebraska"
NA,NA,NA,64.2,NA,NA,NA,9,NA,"Nebraska"
NA,50,NA,108.5,NA,24.5,25.9,13.1,NA,"Nebraska"
19,35.4,12.4,120.3,33.2,24.4,17.1,12.2,83.2,"Nebraska"
NA,NA,NA,195.4,NA,NA,NA,15,NA,"Nebraska"
NA,NA,NA,85.9,NA,NA,NA,9,NA,"Nebraska"
15.3,50.7,NA,126.5,42.9,28.9,16,10.7,82.8,"Nebraska"
23,34,NA,137.3,23.9,24,19.9,9.5,81.2,"Nebraska"
23.2,44,NA,124.8,38,NA,20.3,9,NA,"Nebraska"
17.9,48.9,NA,173.6,31.7,24.2,17.4,7.9,76.9,"Nebraska"
20.8,56.4,21.7,171,25.2,20.9,28,10.4,79,"Nevada"
NA,NA,NA,261.4,NA,NA,NA,10.6,NA,"Nevada"
18.3,67.1,27.6,182.7,35,22.1,24.1,10.4,79.3,"Nevada"
NA,62.9,42.6,174.8,NA,23.4,19.4,10.5,82.1,"Nevada"
24,44.2,29.4,205.8,NA,26.5,18.6,13.5,NA,"Nevada"
19.1,75,24.5,165.8,30.1,22.5,30.1,9.7,83.9,"Nevada"
38.2,59.2,30.7,225.6,28.9,30.2,38.8,14.6,84.7,"Nevada"
17.6,67.4,32.4,140.3,24.8,27.7,28,12.4,78.6,"Nevada"
NA,46.7,25.2,137.5,NA,29.7,NA,13.3,NA,"Nevada"
NA,57.7,30.9,81.7,NA,NA,NA,5.2,NA,"Nevada"
21.9,62.6,18.6,153.1,26.4,21.6,25.7,11.4,78.3,"Nevada"
20.3,58.5,20.6,194.6,26.6,18,22.2,10,77.9,"Nevada"
12.7,40.7,35,125.8,29.2,21.4,18.5,13.2,83.3,"Nevada"
16.2,50.5,20.4,128.2,15.1,15.6,22.1,7.2,76.7,"Nevada"
18.5,67.1,25.9,170.3,23.2,19.1,23.5,10.3,77.1,"Nevada"
25.7,54.9,21.4,113.6,18.3,23.2,26.5,9.8,85.4,"Nevada"
NA,NA,NA,229.5,NA,NA,NA,11.8,NA,"Nevada"
20.6,55.6,11.8,193.1,27.6,19.8,22.7,7.3,74.3,"New Hampshire"
20.2,49.9,10.9,182.3,23.7,20.5,21.5,6.3,73.6,"New Hampshire"
20.4,50,13,177.2,26.5,20,21.2,6.3,70.3,"New Hampshire"
19.4,60.6,9.5,156.7,28,21.1,21.5,4.5,71.7,"New Hampshire"
18,63.2,12.5,169.5,26.7,20.2,23,8.5,70.3,"New Hampshire"
18.2,59.7,15.7,178.1,23.4,21.8,25.1,7.6,72.9,"New Hampshire"
25.1,47.3,16.9,156,23.3,16.3,21.8,7.3,69.3,"New Hampshire"
20.9,58.3,11.1,205.1,16.5,21.3,23.3,7.2,71,"New Hampshire"
23.8,59.8,18.5,221.2,26.4,23.6,27.9,9.7,73.1,"New Hampshire"
18.2,44,11.3,167.1,28,20.4,18.8,7.2,68.6,"New Hampshire"
24.5,65.1,8.5,228.4,31.5,25.8,24.5,10.8,73.3,"New Jersey"
22.1,63.2,6.1,223.6,26.2,24.5,26.6,14.9,71.8,"New Jersey"
21.4,49.8,5.5,192.8,31.2,25.2,17.8,14.4,70.6,"New Jersey"
27.6,70.1,9,200.4,32.1,22.4,22.8,6.7,76.1,"New Jersey"
21,46.4,4.8,204.1,27.6,21.2,20.3,15,75.9,"New Jersey"
23.2,38.4,8.8,127.8,30,15.6,15.3,3.5,75.1,"New Jersey"
20,47.1,4.5,174.7,29.1,19.7,17,8.1,72.3,"New Jersey"
20,46.1,6.1,179,28.2,19.1,17.1,7.4,75.6,"New Jersey"
24.3,58.1,7.5,184.7,31,17.1,20.3,6.5,72.5,"New Jersey"
20.2,49,5.7,162.3,29.2,16.3,15.8,4.2,72.2,"New Jersey"
22.7,60.4,7.2,199.5,27.3,22.8,21.5,8.1,70.7,"New Jersey"
20.3,42.3,6.2,162.5,27.8,16.2,16.6,6.1,71.8,"New Jersey"
20.7,44.7,6.6,187.8,28.8,21,19.1,12.6,75.3,"New Jersey"
27.3,70.2,8.8,224.9,29.7,26.8,24,9.3,78.9,"New Jersey"
20.1,43.6,5.3,155,29.4,17.1,15.2,4.7,73.7,"New Jersey"
27.6,56.6,7.3,204.3,30.9,22.5,23.2,4.8,70.8,"New Jersey"
21.5,44.5,5.4,174.7,25.4,20.7,19.2,9.9,72.6,"New Jersey"
19,52.3,8.3,195.1,21.7,24.5,19.3,6.1,69.4,"New Jersey"
22.9,56,7.9,191.5,26.4,21.8,21.1,5.8,72.7,"New Jersey"
24.2,63.2,9.9,197.1,30,24.1,23.3,10.9,76.6,"New Jersey"
26.6,63.2,7.2,201.8,33.3,19.9,24.1,9.6,68.9,"New Jersey"
16,35.6,19.3,137.6,22.3,17.5,21,14.8,78.1,"New Mexico"
NA,40.1,NA,207.3,NA,NA,NA,17.8,NA,"New Mexico"
19,35.9,13,161.7,22.8,22.6,18.3,24.5,81.1,"New Mexico"
22.2,56.7,17.4,209,24.7,29.9,25.2,17.5,80.9,"New Mexico"
20.9,32.5,24.7,131.2,18.6,20.2,20.3,19.6,76.1,"New Mexico"
NA,25.5,NA,200.5,NA,20.1,NA,20.9,91.7,"New Mexico"
NA,60.6,NA,153,NA,NA,NA,13.1,NA,"New Mexico"
NA,34,NA,248.9,NA,24.9,NA,23.6,NA,"New Mexico"
18.4,62.7,15.5,216.4,21.4,27.5,29,18.6,78.6,"New Mexico"
14.9,33.9,33.3,140.1,27.3,15.6,22.8,15.2,77.3,"New Mexico"
14.4,24,13.5,106.9,20.9,12.8,11.1,3,66.8,"New Mexico"
16.3,37.7,25.6,222,25.4,25.3,22.3,26.2,81,"New Mexico"
NA,33.5,NA,142.3,NA,16.1,16.6,18.9,NA,"New Mexico"
19.1,21.1,19.8,120.9,22.5,26.8,17,30.6,72,"New Mexico"
NA,18,33.1,141.5,NA,20.6,24.7,21.2,87.5,"New Mexico"
19,43.5,21.4,207.4,27.9,24.8,25.2,16.5,77.7,"New Mexico"
17.3,55.4,21.1,235.2,28.7,24.8,27.7,21.2,78.7,"New Mexico"
19.9,31.8,28.1,157.6,16.3,19.7,25.4,17.9,78.9,"New Mexico"
16.8,51.9,10.5,207.4,19.7,20.5,24.1,21.5,81.4,"New Mexico"
20.2,36.6,14.5,110.6,24.5,22.9,20,12,78.3,"New Mexico"
17.8,43.6,17.6,144.3,21.3,22.3,23.5,18.4,77.6,"New Mexico"
19.2,26.5,27.1,169.6,13.8,21.5,26.5,21.7,81.8,"New Mexico"
16.4,31.1,19,110.7,21.4,14.7,19.7,12.3,75.5,"New Mexico"
16.6,56.1,22.6,176.1,20,24.1,23.9,21.3,81.1,"New Mexico"
16.4,65.1,39.1,184.8,16.9,24.4,24.8,21.2,75.2,"New Mexico"
23.8,44.7,23.1,152.7,35.1,19.8,25.4,25.1,77.8,"New Mexico"
16.3,25.4,13.5,99.3,13.4,17.7,20.3,19.4,72.1,"New Mexico"
20.4,44.8,21.2,184.4,16.9,25.2,28.1,21.5,84.9,"New Mexico"
NA,31,NA,229,NA,15.5,20.5,15.5,NA,"New Mexico"
16.1,37.9,19.8,123.4,15.8,26.6,23.7,21.3,82.9,"New Mexico"
18.1,44.5,15.6,152.6,22.3,22,24.9,16.6,79.8,"New Mexico"
21.1,36.8,24.7,160.7,23,20.4,21.5,15.6,80.6,"New Mexico"
15.8,47.1,14.1,271.5,21.1,22.4,25.1,18.7,80.8,"New Mexico"
19,55.7,6.9,212.1,24.2,20,21.9,10.8,69.7,"New York"
21.7,62.3,10.6,186,28.4,25.5,35.1,13.6,84.1,"New York"
21.4,54,5.2,236.8,30.6,19.8,20.9,7.3,73.7,"New York"
23.3,62.7,12.5,246.3,26.1,22.6,30.9,13.5,76.7,"New York"
25.8,53,7.9,135.7,20.8,21.7,24.6,9.6,80.4,"New York"
24.7,50.6,11,138.1,22.9,18.8,16.3,12.9,63.1,"New York"
20,57.9,6.2,184.3,18.2,23.6,32.7,11.6,80.3,"New York"
21.8,59.6,7.7,193.4,27.8,22.7,23.2,10.6,71.6,"New York"
21.1,56.1,8.9,148.5,32.9,22.6,29.9,10,NA,"New York"
23.8,68.4,12.9,185,20,25.4,24.2,11,NA,"New York"
21.3,57.1,8.9,160.6,28.6,24.9,29.6,10.1,69.8,"New York"
18.7,41.7,4.8,191.5,25.7,15.2,13.9,8.7,67.3,"New York"
27.5,58.7,9.8,201.7,24.9,25.7,19.9,10,NA,"New York"
24.5,63,5.9,200.1,25.6,NA,NA,12.8,NA,"New York"
18.7,57.6,8.4,206.7,32.9,25.8,24.3,14.9,76.1,"New York"
20.7,66.3,8.2,175.7,25.7,27.9,25.9,13.5,79,"New York"
23.3,47.7,6.8,238.8,26.1,34,19.3,13.5,77.9,"New York"
22,57,11.8,228.9,20.1,22,24.4,12.6,71.9,"New York"
20,51,8.5,237.8,27.4,25,20.8,9.8,NA,"New York"
29.6,52,4.7,197.9,19.5,17.3,27.8,13.4,81.8,"New York"
26.8,50.6,10.1,226.7,21,26.6,23.8,12.6,83.7,"New York"
20.4,51.8,4.8,196.7,26.3,20.8,21.7,8,73.2,"New York"
19.5,60.1,6.6,202.8,29.4,23.9,22.7,13,73.7,"New York"
28.1,65.3,12.6,184.4,22.5,NA,NA,14.8,77.4,"New York"
33.2,55.8,14,167.5,16.7,16.3,15.5,11.5,NA,"New York"
24.1,65.4,13.9,194,22.1,24.5,28.3,14.6,NA,"New York"
27.2,62.6,7.9,226.2,25.5,20.5,31,12.7,86.7,"New York"
21.8,60.3,6.7,210.4,23.1,17.3,24.2,9.1,74.6,"New York"
27.8,63.1,10.1,231.1,30.3,20.3,29.5,12.9,NA,"New York"
23.7,60.2,NA,194.8,37.6,NA,NA,9.5,NA,"New York"
20.8,57.5,12.3,217.6,25.8,23.6,21.1,12.4,74.4,"New York"
22.2,68.6,10.7,177.5,26.6,25.9,34.2,14.5,70.1,"New York"
20.6,36.3,4.6,294.8,26.7,23,18.7,23.3,73.5,"New York"
31.7,44.7,9.5,177.7,24,27.7,19.4,12.9,NA,"New York"
22.3,42.4,5.8,296.3,27.2,24.4,19.6,26.8,73.8,"New York"
20.8,69.4,8,155.7,32,20.1,22.1,10.8,NA,"New York"
25.2,65.5,10.5,172.5,26.5,28.1,29.1,10.4,NA,"New York"
20.2,49,6.2,158.4,25.7,22.2,22.2,12.7,72.6,"New York"
20.4,50.1,10.1,289.5,22,23.5,30.4,13,NA,"New York"
19,45.1,4.8,246.3,27.6,16.6,18.1,5.9,73,"New York"
19.3,41.7,8.2,203.7,26.7,15.9,18.7,18.6,71,"New York"
22.2,65.3,7.4,249.6,27,25.4,26.5,11.4,75.5,"New York"
17.3,56.7,8.8,189.3,27.9,21.1,23.3,12.8,74.4,"New York"
20.1,58.6,6.3,154.4,28.3,22.8,21.7,12.1,72.3,"New York"
19.5,57.6,9.1,172.5,26.7,19.3,16.1,8.4,68.5,"New York"
18.1,49.5,7.7,172.3,26.2,23.2,25.9,12.9,76.5,"New York"
24,52.3,6.3,199.1,24.4,23.9,23.2,10.5,75.9,"New York"
23.8,69.6,8.2,227,28.6,27.3,21.3,12.6,NA,"New York"
21.3,66.3,9.4,213.3,25.4,26.6,32.1,13,82.8,"New York"
18.6,56.3,9.4,164.8,24,21.1,25.4,12.6,75.3,"New York"
22.1,64.1,6.4,194.7,26.3,17.2,19.6,4.6,NA,"New York"
18,35.4,4.7,289.4,23.7,17.1,16.6,15.4,73.9,"New York"
21.4,66.6,7.4,200.3,29.2,23,25.1,9.8,74.2,"New York"
21.5,53.4,6,359.8,29.7,22.6,27.3,10.1,77.8,"New York"
18.2,42.6,4.6,227.9,25.1,18.1,17.8,9.7,71.4,"New York"
27.1,60.5,8.6,185.2,24.4,25,25.2,15.2,74.2,"New York"
24.6,56.8,10.2,259.4,26.5,19.9,28.9,13.6,75.2,"New York"
19.5,56,7.2,163.6,22.7,20.4,23.4,6.3,76.4,"New York"
18.1,52.6,8.4,180.6,24.7,25.2,21.4,11.6,67.9,"New York"
27.4,72.3,8.8,160.8,21.4,16.9,NA,11.6,NA,"New York"
23.9,62.7,11.6,195.1,27,NA,NA,11.5,NA,"New York"
21.9,63,NA,200.1,25.8,23.2,NA,11.3,NA,"New York"
15.7,58.3,7.1,152.6,25.4,25.1,30.2,11.3,81.1,"North Carolina"
18.8,63.2,13.3,235.5,23.5,25.1,26,12.6,76.5,"North Carolina"
27.8,65.1,12.4,216,27,NA,NA,16,NA,"North Carolina"
21.5,58.5,9.5,203,25.4,23.8,26.5,13.2,79.8,"North Carolina"
21.8,60.7,15.3,247.6,33.3,25.8,25.1,17.1,81.2,"North Carolina"
22.1,60.7,14.1,202.4,23,28.6,24.1,10.7,74.6,"North Carolina"
18.2,60.7,20.1,218.4,16.9,16,24.8,15,NA,"North Carolina"
20.9,58.3,13.1,167.6,12.7,22.3,26.8,12.6,78.7,"North Carolina"
15.7,50,15.6,145.2,24.5,16.1,17,13.1,NA,"North Carolina"
15.5,56.7,15.5,170.1,31.4,NA,NA,15.2,NA,"North Carolina"
23.6,76.5,13.6,283.9,28.1,NA,20.1,18.5,86.3,"North Carolina"
18.8,48.8,10.4,133.9,26.9,20.4,18.6,12,77.5,"North Carolina"
19.2,62.3,14.9,211.6,21.6,NA,NA,14.1,NA,"North Carolina"
21.9,57.7,13.8,201.8,26.1,29.5,28.5,15.5,NA,"North Carolina"
19.6,56.8,9.9,151.2,20.1,27,21.2,12.2,74.9,"North Carolina"
21.2,62.4,10.2,197.1,26.8,27.3,25.5,14.2,78.2,"North Carolina"
17.2,62.8,11.9,155.5,30.8,20.9,21.7,13.4,75.9,"North Carolina"
27.6,69.8,14,240.1,24.8,33.8,26,17.4,79.3,"North Carolina"
24.7,63.2,9.7,215,31.5,33.1,NA,20.2,NA,"North Carolina"
18.6,72.1,9.9,191.4,19.7,19,33,16.7,68.8,"North Carolina"
16.2,52.6,10.1,118.4,27.9,19,16.7,11.6,67.4,"North Carolina"
18.4,61.8,7.1,173.6,18.1,19.1,NA,15.5,NA,"North Carolina"
18.6,58.3,6,190.3,32,32.7,24.2,16.6,NA,"North Carolina"
15.4,63.3,10.9,155.5,24.5,23.4,29.9,14.1,NA,"North Carolina"
21.9,66.6,17.4,185.9,27.7,NA,NA,15.7,NA,"North Carolina"
22.3,63.5,18,199.5,19.2,29,28.3,12.5,87,"North Carolina"
22.3,57,13.9,185.2,28.7,25.4,24.7,17.5,83.9,"North Carolina"
20.9,47.5,18.8,157.4,23.4,NA,24.7,10.2,NA,"North Carolina"
32.9,71.4,6.5,210.3,28.4,NA,15.9,20.6,NA,"North Carolina"
22,64.6,12.1,167.6,23,24.7,26.7,11,77,"North Carolina"
27.4,68.6,15.7,265.2,28.6,33.1,26.4,18.6,84.5,"North Carolina"
18.6,66.3,9.7,267.5,31.3,31.5,30.2,22.4,86.8,"North Carolina"
20.8,72.1,17.6,171.7,31.1,29.3,34.5,12.9,70.6,"North Carolina"
15.3,61,15.9,212.9,25.6,25.1,28.9,12.1,80.6,"North Carolina"
24.5,58.9,18.3,211.4,24.7,19.4,20.6,15.2,72.4,"North Carolina"
22.3,54.7,11.5,178.4,25.5,32.1,27.3,16.9,81.5,"North Carolina"
23.5,62.2,11,239.9,33.7,29.2,33.6,18.8,79.4,"North Carolina"
19.6,58.4,11.1,252,21.4,20.9,24.7,12.4,72.9,"North Carolina"
18.1,83.2,15.2,187.9,24.4,20.6,31.3,11,72.7,"North Carolina"
19.4,65.3,17.6,261.6,37.2,33.8,22.8,19.2,83.5,"North Carolina"
15.8,57.8,16.5,182.3,31.1,26.2,30.8,14.3,81.2,"North Carolina"
16.9,54.5,13.1,229.4,30,26.3,NA,15.5,80.9,"North Carolina"
16,48.9,12.8,143.5,21.9,NA,NA,12.2,NA,"North Carolina"
34.3,72.7,NA,193.6,56.2,NA,NA,21.9,NA,"North Carolina"
16,58.1,10.3,182.1,27.6,28.8,22.2,9.3,75,"North Carolina"
30.8,73.6,9.1,237.7,27.9,28.7,26.1,19.3,80.8,"North Carolina"
15.3,51,9.3,145.2,21,19.4,17.7,8.7,77.4,"North Carolina"
22.1,54.3,10.5,207.1,34.9,NA,21.2,19.5,NA,"North Carolina"
24.1,69.1,13.9,230.8,26.8,NA,20.2,19.7,NA,"North Carolina"
16.3,36.5,15.9,153.5,17.8,15.6,28.3,14.7,64.7,"North Carolina"
16.6,66.9,14.1,179.2,22.1,25.8,28.7,13.3,75.1,"North Carolina"
22,62.6,9.3,212.3,25.1,25,30,15,80.3,"North Carolina"
22.9,63.5,13.2,166,20.3,23.1,23.7,13.6,74.5,"North Carolina"
16.4,60.1,13.1,206.3,28.4,31.1,23.1,16.7,79.2,"North Carolina"
18.5,62.8,15.8,182.2,13,22.9,30.8,11.3,76.6,"North Carolina"
